order,urn,name,name_acronym,party,party_acronym,vote,estrato_visual,color_rgba,sim_seed,extraction_rank,bandeja_destino,sim_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,conteo_orden,conteo_rol,conteo_z
66,urn2,Nivardo Tello,NT,Perú Libre,PL,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,49,bandeja1,1,0.016761,3.993463,0.23537,10.46,30.51,-14.99,1,OPCION 4,0.5
63,urn2,Wilson Soto,WS,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,50,bandeja1,1,-0.035861,3.938547,0.237626,61.79,-3.92,-30.02,2,OPCION 2,0.6
60,urn2,Silvana Robles,SR,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,51,bandeja1,1,0.005099,4.004204,0.23348,10.6,30.4,-14.65,3,OPCION 4,0.7
70,urn2,Ana Zegarra,AZ,Somos Perú,SP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,48,bandeja1,1,0.054042,3.9835,0.236143,30.86,9.41,39.79,4,OPCION 2,0.8
68,urn2,Jorge Zeballos,JZ,Renovación Popular,RP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,46,bandeja1,1,-0.009376,4.007436,0.230358,10.33,30.52,-15.29,5,OPCION 4,0.9
71,urn2,Luis Aragón,LA,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,47,bandeja1,1,-0.074961,4.037428,0.223478,2.94,-76.03,-33.05,6,OPCION 4,1.0
69,urn2,Carlos Zeballos,CZ,Bloque Democrático Popular,BDP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,42,bandeja1,1,-0.041003,3.939202,0.212519,-59.36,-21.4,135.72,7,OPCION 4,1.1
1,urn1,María Agüero,MA,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,40,bandeja1,1,-0.000911,4.076979,0.213414,-90.91,-16.16,0.93,8,OPCION 4,1.2
67,urn2,Cheryl Trigozo,CT,Renovación Popular,RP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,45,bandeja1,1,0.048702,3.983762,0.227205,29.86,12.36,34.65,9,OPCION 4,1.3
8,urn1,Isabel Cortez,IC,No agrupado,NA,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,29,bandeja1,1,0.03866,3.999564,0.195974,11.04,8.98,-110.18,10,OPCION 4,1.4
7,urn1,Luis Cordero,LC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,33,bandeja1,1,0.013085,4.067431,0.220736,-89.41,153.51,1.04,11,OPCION 4,1.5
72,urn2,Margot Palacios,MP,No agrupado,NA,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,41,bandeja1,1,0.050832,3.928119,0.200798,89.85,-0.92,36.36,12,OPCION 2,1.6
58,urn2,Tania Ramírez,TR,Fuerza Popular,FP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,44,bandeja1,1,-0.03873,3.940493,0.19588,-61.41,-8.3,143.44,13,OPCION 2,1.7
9,urn1,Flavio Cruz,FC,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,35,bandeja1,1,-0.048272,4.027654,0.191596,1.55,-37.6,-34.16,14,OPCION 4,1.8
6,urn1,Nilza Chacón,NC,Fuerza Popular,FP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,31,bandeja1,1,0.04626,4.010453,0.188398,13.61,3.87,-87.01,15,OPCION 2,1.9
14,urn1,Alex Flores,AF,Bancada Socialista,BS,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,28,bandeja1,1,-0.00024,4.086471,0.184259,-90.82,-3.01,0.7,16,OPCION 4,2.0
5,urn1,José Balcázar,JB,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,36,bandeja1,1,-0.04606,4.028993,0.1799,0.18,-37.67,-31.96,17,OPCION 4,2.1
64,urn2,Germán Tacuri,GT,Juntos por el Perú,JPP,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,43,bandeja1,1,-0.044351,3.941156,0.170642,-36.99,-53.42,101.12,18,OPCION 4,2.2
4,urn1,Luis Alegría,LA,Fuerza Popular,FP,OPCION 2,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,34,bandeja1,1,0.051527,4.021786,0.180277,14.05,-1.71,-65.04,19,OPCION 2,2.3
11,urn1,Pasión Dávila,PD,Bancada Socialista,BS,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,30,bandeja1,1,0.054529,4.010788,0.170143,-13.93,-0.14,108.29,20,OPCION 4,2.4
12,urn1,Hamlet Echeverría,HE,Juntos por el Perú,JPP,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,38,bandeja1,1,-0.051447,4.021049,0.154686,-7.94,-36.87,-18.43,21,OPCION 4,2.5
3,urn1,Yorel Alcarraz,YA,Somos Perú,SP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,37,bandeja1,1,-0.045383,4.028907,0.167831,4.08,-37.46,-38.47,22,OPCION 2,2.6
2,urn1,Alejandro Aguinaga,AA,Fuerza Popular,FP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,39,bandeja1,1,-0.047562,3.944603,0.152397,56.23,31.94,-51.65,23,OPCION 2,2.7
25,urn1,Auristela Obando,AO,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,16,bandeja1,1,0.037034,4.020654,0.144513,22.47,5.09,-40.18,24,OPCION 4,2.8
21,urn1,George Málaga,GM,No agrupado,NA,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,21,bandeja1,1,0.02966,4.022337,0.133053,23.15,1.24,-30.6,25,OPCION 4,2.9
18,urn1,Mery Infantes,MI,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,24,bandeja1,1,-0.023242,4.005162,0.126462,55.54,-34.89,-13.34,26,OPCION 2,3.0
24,urn1,Segundo Montalvo,SM,Perú Libre,PL,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,17,bandeja1,1,0.007152,4.052556,0.127499,24.29,-3.34,-3.19,27,OPCION 2,3.1
13,urn1,Jorge Flores,JF,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,25,bandeja1,1,-0.027936,3.994711,0.126279,55.88,-33.82,-14.01,28,OPCION 4,3.2
17,urn1,Nelcy Heidinger,NH,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,20,bandeja1,1,0.040296,3.94242,0.11841,95.71,-10.95,43.42,29,OPCION 2,3.3
16,urn1,Idelso García,IG,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,23,bandeja1,1,-0.031634,3.985352,0.128903,54.51,-37.0,-10.49,30,OPCION 4,3.4
40,urn1,Patricia Chirinos,PC,Renovación Popular,RP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,1,bandeja1,1,0.006608,4.04747,0.114119,24.12,-4.35,-0.81,31,OPCION 4,3.5
15,urn1,Víctor Flores,VF,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,18,bandeja1,1,0.053825,3.94067,0.126125,95.47,-2.75,44.2,32,OPCION 4,3.6
10,urn1,José Cueto,JC,Renovación Popular,RP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",8060,32,bandeja1,1,-0.037604,3.941312,0.136366,-1.12,-61.66,59.08,33,OPCION 4,3.7
22,urn1,Jorge Marticorena,JM,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,19,bandeja1,1,0.059103,3.933856,0.117388,94.91,-11.2,43.0,34,OPCION 4,3.8
30,urn1,Adriana Tudela,AT,Avanza País,AvP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,7,bandeja1,1,0.000889,4.05198,0.104231,23.06,-6.83,7.62,35,VICIADO,3.9
35,urn1,José Williams,JW,Avanza País,AvP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,2,bandeja1,1,0.081659,4.029996,0.101422,-93.49,16.06,-66.9,36,OPCION 2,4.0
39,urn1,Segundo Acuña,SA,Honor y Democracia,HyD,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,27,bandeja1,1,-0.03735,3.97418,0.126543,56.35,-33.36,-13.55,37,OPCION 2,4.1
20,urn1,Judith Laura,JL,Podemos Perú,PP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,8,bandeja1,1,-0.000711,4.054987,0.09458,23.56,-4.92,3.02,38,OPCION 4,4.2
37,urn1,Óscar Zea,OZ,Somos Perú,SP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,26,bandeja1,1,-0.037556,3.94102,0.115543,-10.4,-61.25,69.4,39,OPCION 4,4.3
34,urn1,Elvis Vergara,EV,Acción Popular,AP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,6,bandeja1,1,0.010519,4.044426,0.079944,15.42,18.38,-57.22,40,OPCION 2,4.4
33,urn1,Elías Varas,EV,Juntos por el Perú,JPP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,9,bandeja1,1,0.040946,3.960432,0.079328,6.47,-11.71,48.97,41,OPCION 4,4.5
19,urn1,Patricia Juárez,PJ,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",8060,22,bandeja1,1,-0.040319,3.946745,0.101706,-28.47,-58.23,89.94,42,OPCION 4,4.6
32,urn1,Héctor Valer,HV,Somos Perú,SP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,13,bandeja1,1,-0.076883,4.031442,0.077819,96.2,2.48,-111.49,43,OPCION 4,4.7
23,urn1,Esdras Medina,EM,Renovación Popular,RP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,15,bandeja1,1,-0.034303,3.980707,0.077099,-6.39,-34.59,-11.1,44,OPCION 2,4.8
29,urn1,Rosio Torres,RT,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,10,bandeja1,1,0.033046,3.960682,0.068836,7.21,-10.97,44.63,45,OPCION 2,4.9
26,urn1,César Revilla,CR,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,14,bandeja1,1,-0.01939,3.972106,0.077018,-5.9,-34.77,-11.94,46,OPCION 2,5.0
36,urn1,Norma Yarrow,NY,Renovación Popular,RP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,5,bandeja1,1,-0.001476,4.054375,0.072887,23.79,-1.57,-4.49,47,OPCION 2,5.1
27,urn1,Abel Reyes,AR,Perú Libre,PL,OPCION 4,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,12,bandeja1,1,0.027489,3.979894,0.044853,0.38,0.1,-12.22,48,OPCION 4,5.2
31,urn1,Jhakeline Ugarte,JU,Juntos por el Perú,JPP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,3,bandeja1,1,0.014827,4.063845,0.053889,20.26,1.82,-13.67,49,OPCION 4,5.3
28,urn1,Magally Santisteban,MS,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",8060,11,bandeja1,1,0.027846,3.95376,0.057253,9.48,-8.26,28.72,50,OPCION 4,5.4
38,urn1,Mary Acuña,MA,Alianza para el Progreso,APP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",8060,4,bandeja1,1,0.016991,4.056044,0.061909,19.99,1.06,-11.65,51,OPCION 2,5.5
3,urn2,Ilich López,IL,Acción Popular,AP,OPCION 2,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,112,bandeja2,1,0.049179,-4.037737,0.335158,35.61,-7.81,57.95,52,OPCION 2,5.6
6,urn2,Maria del Carmen Alva,MCA,Acción Popular,AP,OPCION 2,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,105,bandeja2,1,-0.033405,-3.953185,0.294749,22.18,10.99,-148.59,53,OPCION 2,5.7
10,urn2,Alfredo Azurín,AA,Somos Perú,SP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,109,bandeja2,1,0.047763,-3.994325,0.321527,10.31,9.52,11.4,54,OPCION 2,5.8
1,urn2,Fernando Rospigliosi,FR,Fuerza Popular,FP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,113,bandeja2,1,-0.014068,-4.046064,0.332421,6.23,-15.38,69.17,55,OPCION 4,5.9
4,urn2,Lady Camones,LC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,111,bandeja2,1,0.023627,-4.046013,0.308541,13.8,2.83,42.08,56,OPCION 2,6.0
15,urn2,Ernesto Bustamante,EB,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,92,bandeja2,1,-0.004412,-3.940413,0.26647,5.58,32.38,176.62,57,OPCION 4,6.1
5,urn2,Alejandro Cavero,AC,Avanza País,AvP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,108,bandeja2,1,-0.047938,-3.969027,0.282219,24.63,-0.96,-121.36,58,OPCION 4,6.2
8,urn2,Rosselli Amuruz,RA,Avanza País,AvP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,104,bandeja2,1,0.048055,-3.9892,0.258992,-9.74,16.56,92.66,59,OPCION 2,6.3
16,urn2,Eduardo Castillo,EC,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,103,bandeja2,1,-0.028545,-3.957894,0.275887,11.96,-21.55,-63.56,60,OPCION 4,6.4
17,urn2,Roberto Chiabra,RC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,94,bandeja2,1,0.045104,-3.988213,0.246581,-20.22,-5.0,19.48,61,OPCION 2,6.5
11,urn2,Rosangella Barbarán,RB,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,106,bandeja2,1,-0.053516,-3.993177,0.256804,24.79,-20.47,-68.32,62,OPCION 4,6.6
18,urn2,Miguel Ciccia,MC,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,93,bandeja2,1,0.04271,-3.994494,0.23743,-18.48,-9.62,6.14,63,OPCION 4,6.7
14,urn2,Juan Burgos,JB,Podemos Perú,PP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,97,bandeja2,1,0.031157,-4.012861,0.23039,-14.21,-15.45,-13.5,64,OPCION 4,6.8
7,urn2,Carlos Alva,CA,Acción Popular,AP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,107,bandeja2,1,-0.042907,-4.014243,0.254861,-2.34,-31.68,-10.98,65,OPCION 2,6.9
22,urn2,Gladys Echaíz,GE,Honor y Democracia,HyD,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,88,bandeja2,1,0.044464,-3.985969,0.212781,-5.91,-14.37,4.36,66,OPCION 4,7.0
2,urn2,Waldemar Cerrón,WC,Perú Libre,PL,OPCION 4,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,110,bandeja2,1,0.029231,-4.026982,0.299946,7.84,11.68,-2.69,67,OPCION 4,7.1
9,urn2,José Arriola,JA,Podemos Perú,PP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",8060,102,bandeja2,1,-0.043233,-3.971399,0.23512,16.51,-28.27,-48.06,68,OPCION 2,7.2
12,urn2,Diego Bazán,DB,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,101,bandeja2,1,-0.047485,-3.980151,0.222401,5.86,-31.84,-27.15,69,OPCION 4,7.3
45,urn2,Ariana Orué,AO,Podemos Perú,PP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,80,bandeja2,1,0.028646,-3.927758,0.213123,-89.72,-56.77,-4.76,70,OPCION 4,7.4
24,urn2,Diana Gonzáles,DG,Avanza País,AvP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,87,bandeja2,1,0.031553,-3.985842,0.198991,-15.1,3.57,84.47,71,OPCION 2,7.5
29,urn2,Heidy Juárez,HJ,Podemos Perú,PP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,96,bandeja2,1,-0.054235,-3.973114,0.205463,31.09,10.52,-123.05,72,OPCION 4,7.6
21,urn2,Raúl Doroteo,RD,No agrupado,NA,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,86,bandeja2,1,0.035197,-4.007157,0.191938,0.25,15.2,162.27,73,OPCION 2,7.7
37,urn2,Isaac Mita,IM,Perú Libre,PL,OPCION 4,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,89,bandeja2,1,-0.056518,-3.971575,0.19206,30.7,12.12,-125.71,74,OPCION 4,7.8
26,urn2,Noelia Herrera,NH,Renovación Popular,RP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,83,bandeja2,1,0.007872,-3.916079,0.189175,-90.5,-98.48,-3.98,75,OPCION 2,7.9
32,urn2,Juan Lizarzaburu,JL,Alianza para el Progreso,APP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,95,bandeja2,1,0.004227,-4.05363,0.197962,-145.56,-13.07,-3.28,76,OPCION 4,8.0
25,urn2,Paul Gutiérrez,PG,Somos Perú,SP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,82,bandeja2,1,0.008116,-3.906174,0.185551,-95.85,-90.85,1.41,77,OPCION 4,8.1
23,urn2,Jhaec Espinoza,JE,Podemos Perú,PP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,90,bandeja2,1,-0.056051,-3.974409,0.1813,29.97,13.57,-128.13,78,OPCION 2,8.2
31,urn2,Nieves Limachi,NL,Juntos por el Perú,JPP,OPCION 4,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,81,bandeja2,1,0.037656,-3.991041,0.171011,-13.86,1.99,76.33,79,OPCION 4,8.3
19,urn2,María Córdova,MC,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,98,bandeja2,1,0.007953,-4.083915,0.239876,63.9,-55.04,20.88,80,OPCION 4,8.4
41,urn2,Juan Mori,JM,Acción Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,84,bandeja2,1,-0.056273,-3.976596,0.169111,31.35,6.28,-117.66,81,OPCION 2,8.5
33,urn2,Jeny López,JL,Fuerza Popular,FP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,76,bandeja2,1,0.055163,-3.988886,0.184696,-12.15,8.25,103.44,82,VICIADO,8.6
13,urn2,Guido Bellido,GR,Podemos Perú,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,99,bandeja2,1,-0.003831,-4.076546,0.220342,71.21,-19.72,7.43,83,OPCION 2,8.7
38,urn2,Silvia Monteza,SM,Acción Popular,AP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,78,bandeja2,1,0.042992,-3.980802,0.161219,-12.57,-5.96,43.02,84,OPCION 2,8.8
20,urn2,Victor Cutipa,VC,Juntos por el Perú,JPP,OPCION 4,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",8060,91,bandeja2,1,-0.055006,-3.977734,0.158333,31.78,2.65,-111.63,85,OPCION 4,8.9
30,urn2,Elva Julon,EJ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,85,bandeja2,1,-0.053773,-3.966728,0.145585,28.71,13.91,-131.59,86,OPCION 4,9.0
27,urn2,Raúl Huamán,RH,Fuerza Popular,FP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,79,bandeja2,1,0.031454,-3.964457,0.146857,-3.79,-13.35,-5.65,87,OPCION 4,9.1
46,urn2,Flor Medina,FM,No agrupado,NA,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,77,bandeja2,1,0.013679,-4.046732,0.152466,-15.87,16.19,64.74,88,OPCION 4,9.2
28,urn2,María Jáuregui,MJ,Renovación Popular,RP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",8060,100,bandeja2,1,-0.024098,-4.062549,0.221592,66.13,-19.82,7.45,89,OPCION 4,9.3
55,urn2,Segundo Quiroz,SQ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,65,bandeja2,1,0.038166,-3.961273,0.137822,0.89,-13.84,-21.3,90,VICIADO,9.4
40,urn2,Jorge Morante,JM,Somos Perú,SP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,75,bandeja2,1,0.030751,-4.028534,0.129005,-0.69,-15.15,-11.97,91,OPCION 4,9.5
42,urn2,Martha Moyano,MM,Fuerza Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,70,bandeja2,1,-0.046024,-3.979187,0.141015,2.79,31.6,168.15,92,OPCION 4,9.6
43,urn2,Alejandro Muñante,AM,Renovación Popular,RP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,67,bandeja2,1,0.019403,-3.95022,0.121635,-0.21,-13.84,-11.96,93,OPCION 2,9.7
73,urn2,Hilda Portero,HP,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,57,bandeja2,1,0.013783,-4.086046,0.113152,92.4,-3.76,9.53,94,OPCION 2,9.8
34,urn2,José Luna,JL,Podemos Perú,PP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,72,bandeja2,1,-0.058199,-3.992465,0.124699,30.97,-6.08,-97.39,95,OPCION 2,9.9
56,urn2,Wilson Quispe,WQ,Juntos por el Perú,JPP,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,71,bandeja2,1,-0.049379,-4.031424,0.110895,18.3,-22.05,-55.77,96,OPCION 4,10.0
52,urn2,Alfredo Sinche,AS,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,64,bandeja2,1,0.022081,-3.948301,0.111966,2.87,-13.48,-24.47,97,OPCION 4,10.1
51,urn2,Susel Paredes,SP,Bloque Democrático Popular,BDP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,66,bandeja2,1,0.027873,-3.961445,0.103974,9.58,-10.5,-52.25,98,OPCION 2,10.2
47,urn2,Javier Padilla,JP,Honor y Democracia,HyD,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,74,bandeja2,1,0.002166,-4.02486,0.111053,1.78,-14.29,-18.9,99,OPCION 2,10.3
59,urn2,Janet Rivas,JR,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,59,bandeja2,1,0.016521,-3.964492,0.081147,11.82,-9.41,-57.99,100,OPCION 4,10.4
35,urn2,Pedro Martínez,PM,Acción Popular,AP,OPCION 2,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,73,bandeja2,1,-0.057855,-3.999015,0.114715,29.37,-10.64,-89.06,101,OPCION 2,10.5
36,urn2,Elizabeth Medina,EM,Somos Perú,SP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,63,bandeja2,1,0.028268,-3.968709,0.094008,11.98,-7.69,-66.73,102,OPCION 4,10.6
50,urn2,Alex Paredes,AP,Somos Perú,SP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,60,bandeja2,1,0.026357,-3.95887,0.073931,9.37,-12.03,-44.1,103,OPCION 2,10.7
62,urn2,Eduardo Salhuana,ES,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,69,bandeja2,1,-0.039712,-3.998001,0.08919,9.99,-10.62,-56.16,104,OPCION 2,10.8
39,urn2,Jorge Montoya,JM,Honor y Democracia,HyD,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",8060,62,bandeja2,1,-0.043678,-3.994985,0.078308,11.17,-9.92,-62.93,105,OPCION 2,10.9
44,urn2,Leslie Olivos,LO,Fuerza Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,58,bandeja2,1,0.031865,-3.954354,0.065321,6.85,-13.92,-32.12,106,OPCION 2,11.0
57,urn2,Jaime Quito,JQ,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,61,bandeja2,1,-0.002414,-4.032925,0.062237,9.68,-13.4,-45.61,107,OPCION 4,11.1
49,urn2,Karol Paredes,KP,Avanza País,AvP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,68,bandeja2,1,-0.05195,-4.015995,0.067136,12.88,-7.82,-73.26,108,OPCION 2,11.2
54,urn2,Kelly Portalatino,KP,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,56,bandeja2,1,0.019861,-4.045434,0.059188,0.18,-16.3,-8.22,109,OPCION 4,11.3
53,urn2,Luis Picón,LP,Podemos Perú,PP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",8060,53,bandeja2,1,0.032823,-3.968414,0.05959,0.12,-16.26,-7.18,110,OPCION 4,11.4
65,urn2,María Taipe,MT,Perú Libre,PL,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,52,bandeja2,1,0.057786,-3.978347,0.050162,-9.56,4.02,110.85,111,OPCION 4,11.5
61,urn2,Magaly Ruíz,MR,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",8060,55,bandeja2,1,-0.040259,-4.021113,0.060757,11.35,-11.33,-57.32,112,OPCION 2,11.6
48,urn2,Francis Paredes,FP,Podemos Perú,PP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",8060,54,bandeja2,1,0.045245,-4.016448,0.055147,-12.88,-3.28,80.55,113,OPCION 4,11.7
