order,urn,name,name_acronym,party,party_acronym,vote,estrato_visual,color_rgba,sim_seed,extraction_rank,bandeja_destino,sim_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,conteo_orden,conteo_rol,conteo_z
1,urn2,Fernando Rospigliosi,FR,Fuerza Popular,FP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",9538,112,bandeja2,37,0.01655,-3.980941,0.280274,-21.54,24.39,-16.22,56,OPCION 2,6.0
7,urn2,Carlos Alva,CA,Acción Popular,AP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",9538,109,bandeja2,37,-0.057097,-4.022167,0.269673,38.92,-2.93,-65.81,57,OPCION 4,6.1
15,urn2,Ernesto Bustamante,EB,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,104,bandeja2,37,0.043127,-3.96522,0.240833,-16.2,2.05,-49.4,58,OPCION 4,6.2
3,urn2,Ilich López,IL,Acción Popular,AP,OPCION 2,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",9538,108,bandeja2,37,0.037342,-3.976444,0.233658,-4.25,15.74,18.1,59,OPCION 2,6.3
10,urn2,Alfredo Azurín,AA,Somos Perú,SP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",9538,98,bandeja2,37,-0.05731,-4.017336,0.258023,38.83,3.48,-73.86,60,OPCION 4,6.4
6,urn2,Maria del Carmen Alva,MCA,Acción Popular,AP,OPCION 2,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",9538,102,bandeja2,37,0.03004,-3.95193,0.221222,-14.08,8.14,-27.39,61,OPCION 2,6.5
13,urn2,Guido Bellido,GR,Podemos Perú,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,106,bandeja2,37,-0.056326,-4.016621,0.246331,35.95,-15.79,-48.92,62,OPCION 4,6.6
39,urn2,Jorge Montoya,JM,Honor y Democracia,HyD,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,99,bandeja2,37,-0.025363,-4.057542,0.219449,22.61,-32.47,-16.09,63,OPCION 4,6.7
18,urn2,Miguel Ciccia,MC,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,100,bandeja2,37,-0.016253,-4.052362,0.215234,25.79,-30.44,-21.82,64,OPCION 4,6.8
12,urn2,Diego Bazán,DB,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,103,bandeja2,37,-0.052371,-4.01388,0.237487,18.13,-34.8,-8.9,65,OPCION 2,6.9
20,urn2,Victor Cutipa,VC,Juntos por el Perú,JPP,OPCION 4,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,96,bandeja2,37,0.035419,-3.992834,0.20497,-2.46,20.38,33.84,66,OPCION 4,7.0
16,urn2,Eduardo Castillo,EC,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,105,bandeja2,37,-0.043406,-4.027033,0.227924,14.18,-36.29,-1.91,67,OPCION 4,7.1
21,urn2,Raúl Doroteo,RD,No agrupado,NA,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,101,bandeja2,37,0.011661,-3.972248,0.217875,-17.48,9.46,-22.88,68,OPCION 2,7.2
26,urn2,Noelia Herrera,NH,Renovación Popular,RP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,97,bandeja2,37,0.03952,-4.002815,0.195747,-1.03,20.59,37.53,69,OPCION 4,7.3
17,urn2,Roberto Chiabra,RC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,94,bandeja2,37,-0.006728,-4.048493,0.176406,13.82,-21.15,73.38,70,OPCION 4,7.4
34,urn2,José Luna,JL,Podemos Perú,PP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,80,bandeja2,37,0.076174,-3.953194,0.166372,89.3,0.63,124.6,71,OPCION 2,7.5
14,urn2,Juan Burgos,JB,Podemos Perú,PP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,95,bandeja2,37,-0.031412,-4.03182,0.176733,24.29,-5.35,30.35,72,OPCION 4,7.6
11,urn2,Rosangella Barbarán,RB,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,92,bandeja2,37,0.053067,-4.058949,0.185149,68.46,-33.9,52.27,73,OPCION 2,7.7
61,urn2,Magaly Ruíz,MR,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",9538,63,bandeja2,37,-0.015819,-3.913728,0.173033,-89.56,0.03,9.39,74,OPCION 4,7.8
38,urn2,Silvia Monteza,SM,Acción Popular,AP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,93,bandeja2,37,-0.032817,-4.030576,0.166893,24.55,-3.7,27.8,75,OPCION 2,7.9
36,urn2,Elizabeth Medina,EM,Somos Perú,SP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,88,bandeja2,37,0.049103,-3.991186,0.164725,-0.13,3.49,122.77,76,OPCION 4,8.0
24,urn2,Diana Gonzáles,DG,Avanza País,AvP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,86,bandeja2,37,0.046849,-3.989297,0.154848,0.05,3.7,128.19,77,OPCION 4,8.1
55,urn2,Segundo Quiroz,SQ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,64,bandeja2,37,-0.020329,-3.924384,0.170871,-89.66,8.28,9.6,78,OPCION 2,8.2
29,urn2,Heidy Juárez,HJ,Podemos Perú,PP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,81,bandeja2,37,0.046971,-3.992855,0.144879,0.25,3.59,123.56,79,OPCION 4,8.3
31,urn2,Nieves Limachi,NL,Juntos por el Perú,JPP,OPCION 4,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,77,bandeja2,37,-0.038647,-3.947161,0.1621,-89.82,-4.89,10.08,80,OPCION 4,8.4
35,urn2,Pedro Martínez,PM,Acción Popular,AP,OPCION 2,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,76,bandeja2,37,0.048163,-4.015543,0.126423,-1.27,3.44,77.15,81,OPCION 2,8.5
9,urn2,José Arriola,JA,Podemos Perú,PP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",9538,90,bandeja2,37,-0.051384,-3.994276,0.154521,-90.2,-61.75,27.95,82,VICIADO,8.6
27,urn2,Raúl Huamán,RH,Fuerza Popular,FP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,82,bandeja2,37,0.045245,-4.001739,0.135504,0.13,3.73,111.72,83,OPCION 2,8.7
44,urn2,Leslie Olivos,LO,Fuerza Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,79,bandeja2,37,-0.04553,-3.958263,0.159119,-89.86,-1.44,10.48,84,OPCION 2,8.8
54,urn2,Kelly Portalatino,KP,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,67,bandeja2,37,0.042965,-4.03071,0.117858,-1.47,2.78,59.94,85,OPCION 4,8.9
22,urn2,Gladys Echaíz,GE,Honor y Democracia,HyD,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,89,bandeja2,37,-0.057011,-3.985938,0.158355,-90.02,0.08,27.64,86,OPCION 4,9.0
41,urn2,Juan Mori,JM,Acción Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,84,bandeja2,37,-0.049471,-4.011115,0.12661,-99.26,-3.14,27.71,87,OPCION 4,9.1
30,urn2,Elva Julon,EJ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,78,bandeja2,37,-0.04578,-4.0206,0.126272,-99.45,-3.09,27.69,88,OPCION 4,9.2
23,urn2,Jhaec Espinoza,JE,Podemos Perú,PP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,87,bandeja2,37,-0.041552,-4.029881,0.126197,-99.55,-3.69,27.75,89,OPCION 4,9.3
32,urn2,Juan Lizarzaburu,JL,Alianza para el Progreso,APP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,74,bandeja2,37,-0.024122,-3.934926,0.167135,-89.78,-0.83,9.59,90,VICIADO,9.4
42,urn2,Martha Moyano,MM,Fuerza Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,68,bandeja2,37,0.044483,-4.029795,0.108137,-2.16,2.43,56.06,91,OPCION 4,9.5
40,urn2,Jorge Morante,JM,Somos Perú,SP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,72,bandeja2,37,0.047005,-4.027639,0.098551,-2.16,2.03,59.64,92,OPCION 4,9.6
62,urn2,Eduardo Salhuana,ES,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",9538,53,bandeja2,37,0.044188,-3.920724,0.089081,-92.85,0.83,-24.93,93,OPCION 2,9.7
19,urn2,María Córdova,MC,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",9538,91,bandeja2,37,0.057363,-4.060308,0.206076,63.63,-46.77,59.7,94,OPCION 2,9.8
25,urn2,Paul Gutiérrez,PG,Somos Perú,SP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,85,bandeja2,37,0.003564,-4.07409,0.092646,-1.76,-95.55,59.5,95,OPCION 2,9.9
56,urn2,Wilson Quispe,WQ,Juntos por el Perú,JPP,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,58,bandeja2,37,0.043349,-4.024917,0.088688,-2.33,1.47,50.53,96,OPCION 4,10.0
52,urn2,Alfredo Sinche,AS,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,69,bandeja2,37,-0.016983,-3.947269,0.083183,87.38,6.78,-24.79,97,OPCION 4,10.1
28,urn2,María Jáuregui,MJ,Renovación Popular,RP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",9538,83,bandeja2,37,-0.026559,-4.07407,0.092672,-0.27,-92.93,63.65,98,OPCION 2,10.2
43,urn2,Alejandro Muñante,AM,Renovación Popular,RP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,75,bandeja2,37,-0.03685,-4.079882,0.089016,110.7,-81.62,-47.12,99,OPCION 2,10.3
51,urn2,Susel Paredes,SP,Bloque Democrático Popular,BDP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,60,bandeja2,37,0.043708,-4.029084,0.079741,-0.97,1.57,57.12,100,OPCION 4,10.4
33,urn2,Jeny López,JL,Fuerza Popular,FP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,70,bandeja2,37,-0.044033,-4.000229,0.084971,-0.24,-3.7,63.06,101,OPCION 2,10.5
64,urn2,Germán Tacuri,GT,Juntos por el Perú,JPP,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",9538,57,bandeja2,37,0.010353,-3.938022,0.080688,87.41,-3.81,-24.41,102,OPCION 4,10.6
50,urn2,Alex Paredes,AP,Somos Perú,SP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,65,bandeja2,37,-0.009908,-3.939339,0.086756,87.31,11.47,-24.99,103,OPCION 2,10.7
46,urn2,Flor Medina,FM,No agrupado,NA,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,62,bandeja2,37,0.034199,-3.927416,0.077301,87.45,0.02,-24.75,104,OPCION 2,10.8
47,urn2,Javier Padilla,JP,Honor y Democracia,HyD,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,66,bandeja2,37,-0.041572,-3.994617,0.065697,3.16,-0.07,-29.66,105,OPCION 2,10.9
48,urn2,Francis Paredes,FP,Podemos Perú,PP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,56,bandeja2,37,0.045731,-4.025499,0.060735,-0.3,0.84,59.0,106,OPCION 2,11.0
57,urn2,Jaime Quito,JQ,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,54,bandeja2,37,0.023007,-3.93318,0.077296,87.34,-0.0,-24.76,107,OPCION 4,11.1
45,urn2,Ariana Orué,AO,Podemos Perú,PP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,71,bandeja2,37,-0.038838,-3.985146,0.054655,0.66,-0.43,-24.51,108,OPCION 2,11.2
59,urn2,Janet Rivas,JR,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,59,bandeja2,37,0.046006,-4.029329,0.069922,-0.69,1.58,56.89,109,OPCION 4,11.3
37,urn2,Isaac Mita,IM,Perú Libre,PL,OPCION 4,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",9538,73,bandeja2,37,-0.046511,-3.999475,0.075167,-0.48,-3.42,68.21,110,OPCION 4,11.4
63,urn2,Wilson Soto,WS,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",9538,55,bandeja2,37,0.045442,-4.020237,0.0519,0.71,0.71,65.67,111,OPCION 4,11.5
53,urn2,Luis Picón,LP,Podemos Perú,PP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",9538,61,bandeja2,37,-0.038814,-3.987441,0.044794,0.3,-0.45,-23.88,112,OPCION 2,11.6
49,urn2,Karol Paredes,KP,Avanza País,AvP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",9538,52,bandeja2,37,0.045851,-4.018611,0.042584,-0.06,0.14,66.71,113,OPCION 4,11.7
60,urn2,Silvana Robles,SR,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",6749,50,bandeja1,38,-0.004907,4.079516,0.239694,-86.63,5.46,-2.05,1,OPCION 4,0.5
68,urn2,Jorge Zeballos,JZ,Renovación Popular,RP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,44,bandeja1,38,0.000563,4.089773,0.232822,-93.13,-174.56,-2.04,2,OPCION 2,0.6
62,urn2,Eduardo Salhuana,ES,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,51,bandeja1,38,-0.000825,4.04161,0.229144,-31.64,5.41,-2.06,3,OPCION 4,0.7
71,urn2,Luis Aragón,LA,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,42,bandeja1,38,0.002895,4.053734,0.209456,-2.1,-32.01,-96.76,4,OPCION 2,0.8
64,urn2,Germán Tacuri,GT,Juntos por el Perú,JPP,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,48,bandeja1,38,0.042476,3.966169,0.203033,4.74,-4.45,46.89,5,OPCION 4,0.9
59,urn2,Janet Rivas,JR,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",6749,43,bandeja1,38,0.076748,4.038386,0.201278,-88.05,7.14,-60.99,6,OPCION 4,1.0
7,urn1,Luis Cordero,LC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,37,bandeja1,38,-0.004107,4.047307,0.202594,0.6,-31.93,-102.56,7,OPCION 4,1.1
55,urn2,Segundo Quiroz,SQ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",6749,49,bandeja1,38,0.042454,3.965446,0.212967,4.38,-4.81,51.01,8,OPCION 4,1.2
65,urn2,María Taipe,MT,Perú Libre,PL,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,47,bandeja1,38,-0.011215,3.907711,0.196413,67.7,-80.08,14.45,9,OPCION 4,1.3
73,urn2,Hilda Portero,HP,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,41,bandeja1,38,-0.015403,4.043203,0.194796,-30.2,-10.77,-29.01,10,OPCION 4,1.4
26,urn1,César Revilla,CR,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,32,bandeja1,38,0.040498,3.965867,0.19298,4.02,-5.14,55.7,11,OPCION 4,1.5
67,urn2,Cheryl Trigozo,CT,Renovación Popular,RP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,46,bandeja1,38,-0.029353,4.033957,0.190625,-31.43,-3.03,-16.27,12,OPCION 2,1.6
4,urn1,Luis Alegría,LA,Fuerza Popular,FP,OPCION 2,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,39,bandeja1,38,-0.042375,4.019036,0.189292,-31.57,-3.34,-16.58,13,OPCION 2,1.7
11,urn1,Pasión Dávila,PD,Bancada Socialista,BS,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,27,bandeja1,38,0.039639,3.965634,0.17314,3.63,-5.54,59.62,14,OPCION 4,1.8
72,urn2,Margot Palacios,MP,No agrupado,NA,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",6749,45,bandeja1,38,-0.041651,3.937232,0.182839,137.44,100.79,12.86,15,OPCION 2,1.9
1,urn1,María Agüero,MA,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,40,bandeja1,38,-0.044457,4.017021,0.179039,-31.47,-3.83,-17.38,16,OPCION 4,2.0
5,urn1,José Balcázar,JB,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,30,bandeja1,38,0.038972,3.96212,0.162718,4.87,-4.49,45.09,17,OPCION 4,2.1
2,urn1,Alejandro Aguinaga,AA,Fuerza Popular,FP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,38,bandeja1,38,-0.04581,4.013303,0.169747,-31.65,-2.2,-14.76,18,OPCION 4,2.2
10,urn1,José Cueto,JC,Renovación Popular,RP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,26,bandeja1,38,0.042252,3.964013,0.182822,4.56,-4.59,48.12,19,OPCION 2,2.3
9,urn1,Flavio Cruz,FC,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,29,bandeja1,38,-0.047188,3.949077,0.16032,-81.14,-24.28,142.26,20,OPCION 4,2.4
6,urn1,Nilza Chacón,NC,Fuerza Popular,FP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,31,bandeja1,38,0.03917,3.960404,0.152712,4.18,-5.09,53.51,21,OPCION 4,2.5
18,urn1,Mery Infantes,MI,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,24,bandeja1,38,0.033397,3.964899,0.143273,6.06,-2.85,27.87,22,OPCION 2,2.6
3,urn1,Yorel Alcarraz,YA,Somos Perú,SP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,36,bandeja1,38,-0.017654,3.997764,0.142201,-48.74,15.71,50.76,23,OPCION 2,2.7
27,urn1,Abel Reyes,AR,Perú Libre,PL,OPCION 4,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,28,bandeja1,38,0.026933,3.963536,0.133252,4.84,-4.74,47.39,24,OPCION 4,2.8
13,urn1,Jorge Flores,JF,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,35,bandeja1,38,0.006066,4.046437,0.134755,-84.49,-2.95,-16.27,25,OPCION 4,2.9
16,urn1,Idelso García,IG,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,33,bandeja1,38,0.009107,4.059214,0.132302,90.7,-2.97,-16.25,26,OPCION 2,3.0
8,urn1,Isabel Cortez,IC,No agrupado,NA,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",6749,34,bandeja1,38,-0.002047,4.072817,0.129178,-89.4,-3.06,-16.29,27,OPCION 2,3.1
31,urn1,Jhakeline Ugarte,JU,Juntos por el Perú,JPP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,23,bandeja1,38,0.032325,3.967886,0.123819,6.8,-1.03,11.18,28,OPCION 4,3.2
38,urn1,Mary Acuña,MA,Alianza para el Progreso,APP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,2,bandeja1,38,0.012552,4.078907,0.127634,89.51,2.79,163.73,29,OPCION 2,3.3
12,urn1,Hamlet Echeverría,HE,Juntos por el Perú,JPP,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,25,bandeja1,38,0.029397,4.08436,0.126013,-89.65,-0.4,-16.36,30,OPCION 4,3.4
32,urn1,Héctor Valer,HV,Somos Perú,SP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,12,bandeja1,38,0.026519,3.958818,0.113183,4.57,-5.01,48.29,31,OPCION 4,3.5
25,urn1,Auristela Obando,AO,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,10,bandeja1,38,0.017505,3.948753,0.10201,6.53,-2.14,17.85,32,OPCION 4,3.6
17,urn1,Nelcy Heidinger,NH,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,18,bandeja1,38,-0.08817,4.014432,0.101825,-88.42,57.41,87.77,33,OPCION 4,3.7
15,urn1,Víctor Flores,VF,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,21,bandeja1,38,-0.062056,3.935497,0.102006,111.34,-69.25,-56.2,34,OPCION 4,3.8
23,urn1,Esdras Medina,EM,Renovación Popular,RP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,11,bandeja1,38,0.023575,3.947404,0.092286,6.77,-3.47,27.72,35,VICIADO,3.9
21,urn1,George Málaga,GM,No agrupado,NA,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,17,bandeja1,38,-0.002365,4.045461,0.092301,-3.14,-13.14,-79.73,36,OPCION 2,4.0
29,urn1,Rosio Torres,RT,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,9,bandeja1,38,-0.056952,4.038524,0.09259,1.44,-88.72,-4.75,37,OPCION 2,4.1
40,urn1,Patricia Chirinos,PC,Renovación Popular,RP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,1,bandeja1,38,0.082433,4.006932,0.092747,-0.42,94.88,17.16,38,OPCION 4,4.2
14,urn1,Alex Flores,AF,Bancada Socialista,BS,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,22,bandeja1,38,0.086236,4.027877,0.092698,2.16,94.86,19.47,39,OPCION 4,4.3
30,urn1,Adriana Tudela,AT,Avanza País,AvP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,6,bandeja1,38,0.017532,3.945836,0.082358,7.39,-3.03,23.14,40,OPCION 2,4.4
33,urn1,Elías Varas,EV,Juntos por el Perú,JPP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,14,bandeja1,38,-0.001414,4.046746,0.082185,-1.81,-13.29,-87.49,41,OPCION 4,4.5
22,urn1,Jorge Marticorena,JM,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,16,bandeja1,38,-0.049531,3.999563,0.077241,88.7,-0.01,-93.32,42,OPCION 4,4.6
19,urn1,Patricia Juárez,PJ,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,20,bandeja1,38,-0.068581,4.014631,0.077227,88.71,-0.01,-93.35,43,OPCION 4,4.7
20,urn1,Judith Laura,JL,Podemos Perú,PP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",6749,19,bandeja1,38,-0.078305,4.014132,0.090346,88.64,9.67,-93.6,44,OPCION 2,4.8
35,urn1,José Williams,JW,Avanza País,AvP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,8,bandeja1,38,0.016393,3.946946,0.072774,8.08,-2.59,18.82,45,OPCION 2,4.9
24,urn1,Segundo Montalvo,SM,Perú Libre,PL,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,15,bandeja1,38,0.006463,4.041716,0.073151,-7.13,-11.65,-62.52,46,OPCION 2,5.0
36,urn1,Norma Yarrow,NY,Renovación Popular,RP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,5,bandeja1,38,0.01485,3.952638,0.063634,8.3,-0.91,6.28,47,OPCION 2,5.1
28,urn1,Magally Santisteban,MS,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",6749,13,bandeja1,38,-0.00453,4.042793,0.063154,-1.28,-13.47,-88.0,48,OPCION 4,5.2
34,urn1,Elvis Vergara,EV,Acción Popular,AP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,7,bandeja1,38,0.028979,3.955292,0.05451,7.45,-5.29,34.92,49,OPCION 4,5.3
39,urn1,Segundo Acuña,SA,Honor y Democracia,HyD,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,4,bandeja1,38,0.012646,3.992484,0.050658,9.01,0.33,-1.34,50,OPCION 4,5.4
37,urn1,Óscar Zea,OZ,Somos Perú,SP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",6749,3,bandeja1,38,0.010098,4.044863,0.04371,0.22,0.05,-3.5,51,OPCION 2,5.5
4,urn2,Lady Camones,LC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",6749,110,bandeja2,38,0.010775,-4.082962,0.300039,83.25,-11.23,11.54,52,OPCION 2,5.6
5,urn2,Alejandro Cavero,AC,Avanza País,AvP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",6749,111,bandeja2,38,-0.011992,-4.055079,0.299023,46.09,-11.06,11.49,53,OPCION 2,5.7
1,urn2,Fernando Rospigliosi,FR,Fuerza Popular,FP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",6749,113,bandeja2,38,0.03767,-3.950947,0.285849,-38.87,18.55,-9.94,54,OPCION 2,5.8
2,urn2,Waldemar Cerrón,WC,Perú Libre,PL,OPCION 4,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",6749,112,bandeja2,38,-0.008182,-4.019442,0.282722,35.27,-1.96,2.71,55,OPCION 4,5.9
